,ASU,KU Leuven,NTUT,Paderborn,PoliTO,Sydney,Tribhuvan,Tsinghua,TUDelft,UTK,XJTU,gmean,std,error
57,45978.24043464143,17371.986328125,35769.42175814421,50405.18359375,52259.00666534424,46399.53515625,42201.8671875,49555.51871820832,50462.1743055717,50271.40234375,48210.48828125,42845.12816258612,0.22795793750795054,0.00409743993333848
58,153810.01150852005,86896.0390625,133670.2432366239,157525.3125,158942.0547088623,159485.84375,93169.296875,161095.966607057,156964.01817298302,130984.484375,157591.890625,138045.41779652497,0.1930858189506256,0.012609869944569058
59,271840.0912031274,163007.25,214484.5076823184,274781.6875,270077.3986743164,279739.375,198586.75,255573.93733667955,273754.57431240694,215026.890625,274094.90625,241311.99146765372,0.1631687582192258,0.001555221912774861
60,504155.08461317624,287726.65625,364606.6760609509,484508.375,463289.28736083984,495787.6875,307935.0,459134.5492598222,490201.38582312927,347652.34375,487975.53125,418630.0960276551,0.19302215807290848,0.0036498230763288802
61,7510.638590342752,4784.6611328125,5535.780856434373,6602.02490234375,4765.84130859375,8134.90087890625,13088.15234375,5339.314720216614,6196.836544577754,5910.89697265625,5679.37841796875,6401.854829597621,0.35413508070963867,0.03643879664771851
62,9607.346611072564,4784.6611328125,7716.752462788287,10784.9384765625,8313.005565204621,6556.31103515625,12993.40625,8920.99054110951,10175.873934780757,9290.0009765625,9582.685546875,8710.247253528334,0.24198120592130407,0.009749367889070647
63,14969.675294426115,4784.6611328125,13646.448872598796,18100.515625,15236.0337890625,11171.689453125,12771.837890625,14717.514241059143,17280.417370852178,15147.912109375,16184.6142578125,13348.793509007988,0.2587098858778136,0.0007924142216943817
64,23961.00549278419,12168.654296875,23422.421435544737,30408.03125,27573.796253814697,21923.3984375,12748.220703125,25805.437616549167,29434.09556331284,24905.51171875,28021.6640625,22758.46681323695,0.2582448010150514,0.0019377093908606836
65,35815.658579064824,20260.986328125,37362.23629983442,49892.64453125,48681.10200668335,41262.61328125,22510.912109375,38802.235495437315,48765.58775415405,40771.828125,48197.4765625,37835.290730920664,0.2589149535978767,0.011472036774648928
66,69803.6992339515,48709.05078125,66555.48101571301,86293.2109375,86272.64935043335,77178.15625,51473.13671875,87993.94117983771,85617.29256603408,70913.4375,86179.4609375,72880.78257863637,0.19135125556815158,0.0031106885343241374
67,127476.32489321179,107730.2734375,137128.20465185528,148229.359375,149939.673828125,142538.546875,96095.515625,163144.53059510537,147094.69944227932,121377.703125,144753.515625,133584.5319816561,0.14795747423683758,0.0012222345898995832
68,418154.0741382168,303997.25,354571.6409363264,436076.0,424396.6748986816,439866.875,253746.109375,410517.49209711293,430503.5634741024,329482.40625,450374.03125,380800.9918893457,0.16972900408151625,0.011704253029703415
69,741344.8226234671,477770.75,568453.1939006718,741777.5625,713425.047758789,722577.4375,401260.03125,706930.0874214894,734295.2128642945,515125.65625,780102.5,632170.8178777695,0.20162264200355562,0.03534218850330368
70,9121.863563442268,16381.4521484375,6275.360953553535,11397.75,10877.587987976074,11639.958984375,6414.09228515625,8155.607460238678,11179.661911731348,13840.4248046875,11943.3037109375,10247.231335952041,0.2849395006992675,0.13537807481849348
71,16369.814337328004,23542.287109375,13230.84196138496,22901.498046875,20600.500650329588,23435.65625,12651.783203125,19472.597029061824,21222.311015551735,24129.5625,22825.46484375,19582.034989851014,0.20755894550215792,0.059474463092727026
72,33851.04265844568,36629.23046875,31667.964177264705,46326.93359375,41357.31124084473,45137.78515625,20467.392578125,43925.76273388207,41265.07037159311,39666.81640625,42998.41796875,37640.351155147284,0.19604492428471165,0.03954740518539094
73,64901.49253883304,72495.7734375,51231.59130252965,88955.2109375,81501.06549926758,81187.484375,52655.19140625,80066.5568011563,78623.26097781688,61412.31640625,79474.0546875,70955.59686099774,0.1753077292379679,0.03953876453054785
74,122164.26136884704,139276.40625,96158.95050961722,166036.71875,159504.39723632814,151648.09375,95992.046875,169185.15007747337,150173.8542636143,116588.8984375,149727.265625,135370.80456646354,0.1908023199841818,0.06004900582201799
75,243794.98924809,257753.75,195784.64261578344,311178.4375,318366.13728515623,287371.6875,159989.8125,318375.55339344585,291460.7634274091,224340.046875,285544.6875,257717.4328940651,0.19891045966951323,0.06196932901086633
76,473371.7032816196,532450.1875,358376.5415695919,573109.4375,622132.7213232422,534477.6875,273028.25,632453.2256528016,556546.2017444585,468050.5625,541440.875,493117.24180456955,0.21458807150176776,0.04276718083729314
77,914032.9585435688,958282.0,673197.3221148001,1042670.6875,1151727.946875,1039148.125,632992.25,1081035.8856647338,1016608.3808797888,827091.125,964132.5,921771.1776350932,0.175662539795062,0.012062575766216634
78,1774327.9527333437,2012260.625,1374275.8562337116,1975436.125,2094088.6415820315,1998212.625,911794.25,1888229.6152469087,1858910.602400896,1273203.75,1753025.875,1674237.6643760623,0.2169867531988693,0.05710751986782127
79,7491.20656302261,10747.91015625,4246.445039671543,7675.39501953125,8307.276317749023,8352.0595703125,6121.69091796875,6398.731087094979,8211.306745490463,10147.3271484375,7989.38720703125,7580.215295543174,0.23137192816822078,0.07395357211839045
80,13465.743568505852,16951.400390625,8266.956089066478,15675.166015625,15187.896412353515,15444.8671875,9639.53125,12509.522642750044,15657.86694065886,17314.447265625,16092.6220703125,13868.545874842797,0.20779797114355078,0.015334395025526687
81,25637.69101707952,28914.41796875,21825.82772551398,32022.41015625,29397.950236816407,32022.822265625,18846.962890625,30016.301773714786,30116.693948394903,31567.03515625,30129.84765625,27877.729173485295,0.15355490584948736,0.006707681517603403
82,47787.9774925033,49513.34375,41599.63830045239,61168.0625,55864.440146484376,57414.515625,26820.974609375,61334.86800330936,55990.29783301456,51516.39453125,56530.26953125,50269.32537170182,0.1959001281794114,0.04697194427326041
83,91937.94298375987,93453.2890625,69391.43343186897,114537.9609375,106812.58942382812,108209.8203125,68746.5,98055.4237376894,105271.27894617624,80168.765625,106527.1015625,93515.7273929464,0.16740026459800075,0.05655357980777099
84,182395.84378778224,180687.65625,132671.4687585399,216468.875,211077.389609375,202932.09375,108032.4296875,209600.6971226913,203226.84828120316,155232.078125,204488.828125,178667.00295863202,0.19618758280103882,0.06943839347931931
85,350296.25464948954,359696.78125,250437.8056743436,401559.3125,416059.0249609375,386903.5625,202576.453125,371466.5405628356,390627.8442589596,291761.5625,391552.65625,339246.52069075406,0.19826181510379287,0.08245107443323507
86,670970.928430117,666303.375,439055.0424499186,728329.25,792583.0528515625,696384.1875,352277.40625,756635.5982693622,723363.9845358595,565892.0625,724989.6875,630338.2125635078,0.21406426105022358,0.030035672589615443
87,1304572.015134172,1272328.875,855644.1083676616,1419126.625,1513090.3123242187,1361158.125,711586.1875,1387325.0142043866,1339633.049124786,1062895.375,1321482.75,1204052.2777928286,0.20254524457916726,0.056978546661671785
88,10341.986377988336,9007.515625,6048.825576485482,10398.9609375,11877.003072357178,10705.3974609375,8931.9990234375,9739.491832507916,11224.036447996152,11405.220703125,10606.4189453125,9884.467721506398,0.16062558812507363,0.07052673216528496
89,19603.60120071484,21941.283203125,12339.970228778871,21654.474609375,22178.993994140623,21323.107421875,16503.564453125,19897.047310277863,22062.807555412728,20919.486328125,20922.646484375,19688.944488870064,0.1504352670981499,0.05663443853846892
90,34790.68676948312,40453.01171875,27960.794898116423,41954.921875,40774.32185119629,40273.98828125,25174.83203125,41914.576986418266,40948.21477836766,37484.921875,39929.76171875,36950.91871762736,0.15453192218937606,1.559787194152834e-06
91,63787.22771197318,66902.015625,49553.96953276084,78206.640625,74684.83439331055,75173.3203125,34179.62890625,84424.61585012678,74756.44061714824,63725.80859375,74292.6953125,65476.468005711315,0.21397657635482925,0.025744314614662627
92,125981.55669830072,125133.2109375,90082.21186720017,148391.015625,142832.5780163574,144614.875,78332.3359375,137880.3921692611,141751.4417379325,110160.296875,142664.203125,123803.90130814556,0.1877625972395191,0.0007134133930838232
93,243454.1285912332,242101.015625,164470.5815467016,276351.375,276754.75703125,268023.625,156683.96875,275175.16244837263,270062.5488440097,208486.65625,275182.65625,237039.5653848709,0.1873124799106481,0.027280417557352655
94,467673.4873962642,492219.34375,296069.67821175937,503151.15625,527677.2069824219,497371.65625,247011.96875,479577.8961996005,503303.2193064705,382810.78125,513570.8125,434986.5905587858,0.2127834851459462,0.010396019354183257
95,915019.9263096236,871961.0,532650.602267977,971593.3125,1023451.5506835936,904229.875,496935.3125,989881.9390213139,942475.055298836,729279.6875,973787.1875,828238.9213084897,0.2155898475357598,0.022038423144004393
96,1754815.1793188544,1731674.25,1022291.5478913554,1834905.375,1960776.5588867187,1754179.125,889100.25,1763490.4774595385,1731988.6189396023,1339645.625,1789155.125,1553978.4404942906,0.22018534829689174,0.026624712522861263
97,15670.452491536224,11054.203125,8775.506034950415,15085.0419921875,18299.31423187256,15379.9482421875,12848.560546875,15841.835842816006,16039.633082838527,13489.8359375,15806.623046875,14132.821279088288,0.18524318872975573,0.05610698530610462
98,50570.00421701798,47107.63671875,35432.57517901781,56322.01953125,57695.14114379883,55634.0859375,29286.10546875,58139.27641832205,55574.38816945008,44120.07421875,54386.15234375,48464.65057148918,0.19480363864461897,0.026602387472724955
99,92785.61253713156,86290.6640625,63657.55299649337,106834.1484375,105731.4338684082,106849.2734375,46209.54296875,119802.91462894261,103167.7092942757,80203.25,102436.5390625,89318.76654895315,0.23538490297915088,0.026472755733701944
100,672158.4031260475,625817.125,372578.1376150847,692001.8125,698934.5471191406,654396.25,337356.875,650042.9156815684,670591.8829987389,502510.5,701189.25,581493.2263647886,0.2212132143701739,0.02293373667484914
101,2459219.76828203,2219512.25,1260152.963339836,2415954.75,2563473.4509277344,2218066.75,1275383.875,2386336.6995793087,2234030.87250856,1665137.875,2415588.5,2042723.4625673855,0.22554407210030872,0.014415499946895559
102,4800268.38621369,3872754.5,2314079.4950692444,4455324.0,4837195.038789063,4037941.75,2100452.0,3912525.2059506206,3992958.139048811,3095428.25,4273796.0,3669669.0570781366,0.24229543855357905,0.016950962069804367
103,12335.091414395445,10633.5126953125,4956.641149908502,10667.0498046875,15563.848748016357,11560.8935546875,9334.3251953125,12551.52273332022,11333.58012721844,14540.923828125,11749.0615234375,10992.131279781262,0.24289460723759243,0.04847143706951016
104,22244.583495272887,17622.09765625,10747.038973238108,21688.453125,27662.15286804199,21645.982421875,19319.794921875,22868.005550806003,22325.127354769083,23166.78125,22611.041015625,20594.54219167176,0.20048551940970455,0.024065182950945722
105,39797.9425804115,32239.37890625,22319.504842793143,41210.39453125,47226.21691772461,42509.9921875,34474.0,43382.69645457584,41181.12108160904,36387.08984375,42814.7734375,37833.64600687869,0.1785390183993098,0.01822956643245003
106,72550.54462660389,62454.12109375,46413.731749327315,79279.6640625,83403.87803009033,80652.2421875,37489.96484375,89252.11914915481,76352.96038747155,59595.546875,78751.875,67589.15122398487,0.23372852164536623,0.000849379924956352
107,130854.19360938264,132927.8125,79671.18776735241,150190.765625,149824.2831427002,148104.53125,81897.6875,166279.33179486095,141765.1183614047,102496.578125,144570.03125,126446.25058397003,0.22326809651882726,0.03018387921288044
108,248313.4554987841,233948.046875,141947.09832572154,274388.625,266153.87119262695,268104.5,170875.171875,267036.08013105503,258069.46857322732,189645.15625,263323.15625,229925.83682408248,0.19517004260846343,0.028671693638005206
109,1767476.098332663,1611755.125,908335.443866324,1724638.5,1781938.777988281,1490862.75,805268.375,1698046.148600101,1640376.4542936352,1218338.375,1758450.875,1444126.9840896302,0.2371580851618037,0.007139993340668859
110,3482855.5787786897,2807763.5,1678577.7112936538,3293817.75,3440677.6991601563,2825204.75,1782310.75,3309545.0009505134,2967269.2062491095,2200353.0,3212142.0,2738721.561829034,0.23072285768563058,0.0184330145988399
111,9821.062065510048,5230.86328125,3446.236215135614,8273.4375,13670.25516532898,9804.1533203125,8244.203125,8405.218187967452,8585.727098498184,12809.4560546875,9174.810546875,8348.253867986103,0.3273650425963197,0.09559543537901047
112,17894.32875230018,13827.4111328125,7408.617975698739,16539.185546875,24147.54209968567,16575.705078125,14262.732421875,19685.761818402127,16585.031135976293,19357.453125,16868.447265625,16069.5710549961,0.2501286137308376,0.010914151603745561
113,31730.451531496543,22039.41015625,13862.15978055275,30699.08984375,40859.89370803833,30515.177734375,35337.46875,34451.13735834446,30888.45845457404,29171.73046875,32250.490234375,29193.69362125271,0.23442715876714082,0.05449711891072606
114,57724.49037438316,46633.94140625,29690.387729248552,59543.98828125,70818.56902404786,63660.30078125,44780.37109375,66877.90390247393,58325.94503786528,46889.77734375,64681.6796875,53991.99855165516,0.21936534143754868,0.02739521425642451
115,105627.93310807725,108008.6015625,67212.57295382519,114142.46875,122933.34671997072,118132.296875,58830.7421875,130919.62649147621,108534.14575461976,82471.0234375,118481.2890625,100341.78173778708,0.2269178157752379,0.015308414815207354
116,188804.11004169556,188050.09375,112097.76529932625,208582.28125,210721.52391479493,204675.0625,112185.34375,222855.61988088567,195344.97316849863,145350.96875,210731.0625,177042.0837385303,0.21940696398194198,0.004444466026312264
117,358387.74952327675,334813.1875,205358.8624141885,384765.625,374441.2637451172,365950.5625,231935.984375,352154.2301488558,360035.4330099926,251780.578125,386224.0,320894.11782471335,0.1997317843093101,0.01590380612914999
118,695758.2272093927,595624.5625,384430.84962355235,707595.8125,689667.8463769532,634693.6875,318763.1875,715621.3412274141,672512.2724366884,485871.21875,713142.125,582564.9069004687,0.23522035688963314,0.017872923583734268
119,1301211.7844203778,1037256.6875,706869.5530697372,1281543.5,1281886.231821289,1063995.75,642724.75,1286111.7317746351,1229886.0204578754,945124.3125,1299891.25,1068978.9709703824,0.2213994271200251,0.012999968501511599
120,2591126.1683214186,1988314.125,1254027.9724307456,2409381.25,2465760.8692089845,1944315.875,1045685.75,2496966.8907055007,2250062.8833296113,1784670.375,2377950.25,1982636.2615902806,0.25138420296445246,0.0007480456759090942
121,7622.735921188993,4784.6611328125,3770.279218831437,7092.84130859375,11691.274173278807,7111.353515625,8833.0009765625,7236.503073988762,7170.034395363027,10585.3974609375,7459.80859375,7255.837541549002,0.29681611665443597,0.06651431220332572
122,13962.181076095172,8966.2578125,6342.897328952579,13389.21484375,20879.97697792053,14403.681640625,9570.6533203125,13205.17320443334,13357.788831542168,16386.052734375,13691.35546875,12544.933148352688,0.29502383299637414,0.03815737817818597
123,25333.820970585664,17199.1171875,11803.909129127089,24590.044921875,35417.04129501343,24445.55078125,21352.20703125,26740.03109612367,24407.494720287625,25059.1796875,25233.91796875,23026.385859883652,0.24680804049607075,0.057332389906445035
124,46459.69679766407,36210.625,21257.122529660865,47115.07421875,61396.32928985596,46431.60546875,45134.07421875,49277.42524590442,46346.5361820625,40804.875,49097.72265625,43255.693601042236,0.2213393468267461,0.0458399824247546
125,84182.90387008217,86494.8984375,44635.7274194925,89239.953125,104870.64222381591,94697.984375,57790.01171875,97631.49326751949,86568.73272289666,69015.9921875,97553.96875,80714.20082114232,0.22253735897966623,0.0044124155163542894
126,149045.74282503268,159163.546875,97925.6698125163,162471.78125,175503.91810791017,165850.890625,91664.5546875,193117.26900873112,154968.31441749155,117362.046875,171161.296875,145212.40798141994,0.21903333648830414,0.00029095560405082533
127,272443.38991295587,278746.4375,164593.01173717578,300247.34375,304230.6038763428,289984.125,180794.359375,309928.4905835342,282282.7394594408,212833.0,311364.0,258679.99896109154,0.20021676058699664,0.0038114995815537915
128,507276.92996231193,501105.5625,300014.85396571195,550736.25,539940.4825537109,504660.5,305045.75,495568.8027903828,520358.0515668396,354389.9375,578276.25,457662.04970127676,0.2125796916872862,0.02073561385196491
