,ASU,KU Leuven,NTUT,Paderborn,PoliTO,Sydney,Tribhuvan,Tsinghua,TUDelft,UTK,XJTU,gmean,std
108,37901.4422871116,41023.08203125,37989.66823809373,37135.3828125,37194.19726928711,36934.24609375,37804.3515625,37758.39497840125,37482.20977311396,38048.96484375,36221.8359375,37755.129980831975,0.0320326055525085
109,97304.77842903146,107696.6640625,98440.90296603818,94213.390625,95000.17088623048,94177.1796875,92734.59375,97451.98165587433,95799.20313255997,96388.546875,93135.84375,96500.6240474759,0.04262906192822204
110,154729.41762290735,171961.28125,153991.26168392418,149889.984375,151266.96536499023,150170.140625,151903.328125,152054.44581538023,151854.74751848943,153788.203125,151449.4375,153808.55490591913,0.040125791906569425
111,252046.63355212891,260570.59375,248275.97610157207,244337.625,246661.6311340332,245068.921875,244613.78125,247039.234595594,246273.417309456,251041.71875,245792.265625,248297.70151088256,0.01916436115195972
112,2762194.249161771,2535223.0,2906481.9601968373,2799450.0,2748428.02265625,2811419.25,2722208.5,2706087.46634496,2816950.261448909,2823252.25,2796880.25,2764733.8691151687,0.034071897350399706
113,38237.7569468692,41728.44140625,38636.88745577369,37856.98046875,37610.81926803589,37485.6796875,38727.52734375,38232.4022572238,38056.7990891635,38859.2890625,37644.60546875,38445.75290462887,0.03066195906044134
114,61136.80756597079,64299.19140625,60983.594557453376,59601.70703125,59637.09501159668,59255.984375,60370.2578125,59974.99475841767,60098.204312535665,61010.17578125,58817.34375,60455.46357228009,0.024365122053258532
115,157575.07622570512,163901.109375,157048.81138391848,150932.53125,152343.05764526367,151257.09375,149416.71875,155291.22398998137,153345.84322106064,154401.328125,151420.265625,154217.7664917769,0.026642293543416587
116,251686.52590753124,252576.0,249642.6972816867,242804.765625,245151.2195599365,243363.90625,247620.09375,242217.1693309389,245097.57881551495,249460.046875,245624.0,246816.70098069447,0.014540505064823203
117,632323.1373240161,639243.1875,639981.6992109283,624827.5625,624639.5031665039,619667.875,628200.75,601661.0783594855,623885.9818603961,637753.6875,627375.375,627146.2840180286,0.017312667288047808
118,95404.69488482208,89777.234375,93341.85456526504,92352.9140625,93200.4042578125,96018.0703125,88414.296875,90361.23866401544,93992.59609655847,93753.0859375,92322.96875,92604.0040735137,0.025169304012129905
119,293140.05441249657,364651.0625,301854.1421832576,306524.75,308340.0214697266,304022.75,307148.625,299808.5652525956,309070.1610662393,309121.375,304255.6875,309338.1774875626,0.060679760770713055
120,12138.973142819512,11541.810546875,11601.324424444669,12318.6533203125,12418.917251586914,12451.85546875,12570.8369140625,11773.371646663189,12518.327145193609,12558.4697265625,12304.6572265625,12194.137809470314,0.0315458080915249
121,22342.383117013567,21249.52734375,20770.54783255912,22120.921875,22360.89294342041,22765.54296875,21674.625,21817.34123286655,22517.56091591979,22640.525390625,22403.033203125,22052.172465481843,0.028173371900137228
122,135526.37315273748,127833.7109375,131863.42848372957,132116.078125,134902.8887072754,139032.953125,131493.953125,135720.68614732564,133789.11751648787,133631.34375,135924.734375,133773.4076704678,0.02208373898842391
123,19612.51967770932,23197.794921875,19384.322164259287,19294.15625,19549.42915420532,19784.615234375,19528.603515625,18743.10023782114,19756.64599136236,19604.154296875,19505.138671875,19786.427151481665,0.05839325562429663
124,111325.12468836832,117597.546875,111637.0486380802,107395.2734375,109151.9555090332,111786.546875,105534.7109375,109190.8993657076,108380.96533661288,108015.1875,109217.25,109889.47014086026,0.02884773128819965
125,29972.052331977666,33006.890625,30831.431786728957,29588.13671875,29756.321687316893,30210.078125,30233.310546875,30634.950808761438,30086.45955191673,30117.0234375,29961.84765625,30387.330961031468,0.030731662803265745
126,532578.9852122937,554118.6875,532002.6421604244,520599.34375,526270.0531738282,531449.4375,519625.3125,525441.935129986,523991.0863176836,522006.0,525225.125,528404.8507982407,0.01817557609543387
127,10954.316443910357,11758.607421875,11111.925669088112,10748.958984375,10801.039127807617,10944.0107421875,11195.8330078125,10772.597445663849,10799.534430805887,10902.470703125,10717.6259765625,10969.704826911255,0.027453055513854047
128,28885.320515261097,31868.076171875,30209.338048148955,28907.99609375,28852.806790771483,29353.962890625,29295.0703125,28497.00507104002,29142.705915499715,29407.74609375,28997.34765625,29388.740381447613,0.03155901276308363
129,86564.12676732325,105630.21875,86880.23585335953,85150.7578125,84954.28795166015,86381.5078125,84415.0,82949.6869991666,85551.37554816497,86910.4765625,85240.9453125,87151.49921683256,0.07080724829722236
130,780863.1930438153,849847.8125,791483.1151472304,768059.375,772004.1639941406,776177.1875,772344.3125,794228.3240381709,771422.7235161366,769911.625,772735.0625,783241.6198789624,0.030154932823903656
131,236603.83152970628,283979.8125,234532.2930924637,232201.96875,231914.7198742676,234374.28125,234480.828125,225436.00621708573,233770.72085637995,237251.125,233279.15625,237565.69523251758,0.06540608260778516
132,2046446.7877252556,2034175.375,2085023.4843340383,1997489.125,1980650.149541016,1944748.25,1997824.75,2012728.8151287525,2007022.570215144,2022151.375,2010571.0,2012326.6940238033,0.017951892855531795
133,220196.42147716365,272739.53125,224587.9934273766,220909.96875,220604.42817810056,221638.78125,213655.4375,210463.189843728,222464.6252405095,228371.34375,223631.03125,224893.45161340816,0.07300783464994846
134,3029931.660065907,2981843.5,3123530.251330352,2996705.0,2951755.459296875,2932547.25,2969915.5,2991683.751081942,3011849.983664452,3070060.5,3046100.5,3009171.951048467,0.018350625628033912
135,11420.203273969462,22213.228515625,12212.944841275912,11829.42578125,11813.45117225647,11917.921875,12039.0478515625,11067.226993198887,11828.21559965202,12259.5263671875,11710.8134765625,12503.265141125885,0.24733312280487593
136,29950.025760692977,45416.984375,31297.123185774068,30330.47265625,30272.475426177974,30451.048828125,30021.966796875,29248.80641594721,30237.444596524223,31292.462890625,30273.3125,31465.89741532308,0.14452864137023866
137,80098.37750064449,110550.3203125,84068.43108228753,80689.1875,80660.41834259033,81180.3671875,81222.546875,79517.19541544434,80376.5991602874,83407.5390625,79584.1875,83386.31966837168,0.10747461153830884
138,30492.50453582377,38994.6796875,33051.485109253044,31122.45703125,31039.50913909912,31099.11328125,31316.78125,31445.311668873823,31094.332001225703,32109.123046875,31006.56640625,31997.13837519892,0.07467155331150789
139,80905.56849226425,106353.7890625,86726.95354833142,81628.4921875,81888.48874481201,81937.5625,81125.7890625,82146.33929062307,81494.85928443947,84000.5,80589.671875,84172.48722996732,0.08851207684991026
140,128702.6031945432,169000.671875,133783.8254588021,129161.5,129844.31650817872,129844.96875,130417.46875,129246.80070527951,128872.3886168376,132976.453125,127540.515625,133162.4315104508,0.0890078052593167
